iteration,classifier,accuracy,sensitivity,specificity,macc,config,best_classifier
1,Nearest Neighbors,0.5572916666666666,0.5217391304347826,0.5684931506849316,0.545116140559857,{'rms': {}},RBF SVM
1,Linear SVM,0.7552083333333334,0.21739130434782608,0.9246575342465754,0.5710244192972007,{'rms': {}},RBF SVM
1,RBF SVM,0.6614583333333334,0.5217391304347826,0.7054794520547946,0.6136092912447886,{'rms': {}},RBF SVM
1,Gaussian Process,0.6822916666666666,0.41304347826086957,0.7671232876712328,0.5900833829660512,{'rms': {}},RBF SVM
1,Decision Tree,0.6145833333333334,0.45652173913043476,0.6643835616438356,0.5604526503871352,{'rms': {}},RBF SVM
1,Random Forest,0.5677083333333334,0.5434782608695652,0.5753424657534246,0.5594103633114949,{'rms': {}},RBF SVM
1,Neural Net,0.6770833333333334,0.41304347826086957,0.7602739726027398,0.5866587254318046,{'rms': {}},RBF SVM
1,AdaBoost,0.5364583333333334,0.5217391304347826,0.541095890410959,0.5314175104228708,{'rms': {}},RBF SVM
1,Naive Bayes,0.7447916666666666,0.21739130434782608,0.910958904109589,0.5641751042287075,{'rms': {}},RBF SVM
1,QDA,0.7447916666666666,0.21739130434782608,0.910958904109589,0.5641751042287075,{'rms': {}},RBF SVM
2,Nearest Neighbors,0.640625,0.717391304347826,0.6164383561643836,0.6669148302561048,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,Linear SVM,0.7135416666666666,0.5869565217391305,0.7534246575342466,0.6701905896366885,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,RBF SVM,0.2864583333333333,0.9347826086956522,0.0821917808219178,0.508487194758785,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,Gaussian Process,0.7447916666666666,0.6086956521739131,0.7876712328767124,0.6981834425253127,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,Decision Tree,0.6458333333333334,0.6304347826086957,0.6506849315068494,0.6405598570577725,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,Random Forest,0.6770833333333334,0.5869565217391305,0.7054794520547946,0.6462179868969625,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,Neural Net,0.71875,0.5652173913043478,0.7671232876712328,0.6661703394877903,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,AdaBoost,0.7291666666666666,0.5869565217391305,0.773972602739726,0.6804645622394283,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,Naive Bayes,0.71875,0.5434782608695652,0.773972602739726,0.6587254318046456,"{'rms': {}, 'mfcc': {}}",Gaussian Process
2,QDA,0.7083333333333334,0.34782608695652173,0.821917808219178,0.5848719475878499,"{'rms': {}, 'mfcc': {}}",Gaussian Process
3,Nearest Neighbors,0.640625,0.8260869565217391,0.5821917808219178,0.7041393686718285,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,Linear SVM,0.6979166666666666,0.5434782608695652,0.7465753424657534,0.6450268016676592,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,RBF SVM,0.7708333333333334,0.32608695652173914,0.910958904109589,0.6185229303156641,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,Gaussian Process,0.671875,0.6086956521739131,0.6917808219178082,0.6502382370458606,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,Decision Tree,0.6354166666666666,0.5434782608695652,0.6643835616438356,0.6039309112567004,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,Random Forest,0.7291666666666666,0.6521739130434783,0.7534246575342466,0.7027992852888625,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,Neural Net,0.671875,0.5869565217391305,0.6986301369863014,0.6427933293627159,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,AdaBoost,0.7552083333333334,0.6739130434782609,0.7808219178082192,0.72736748064324,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,Naive Bayes,0.7291666666666666,0.5869565217391305,0.773972602739726,0.6804645622394283,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
3,QDA,0.6875,0.3695652173913043,0.7876712328767124,0.5786182251340084,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}}",AdaBoost
4,Nearest Neighbors,0.625,0.8043478260869565,0.5684931506849316,0.686420488385944,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}, 'zero_crossing_rate': {}}",AdaBoost
4,Linear SVM,0.6979166666666666,0.5652173913043478,0.7397260273972602,0.652471709350804,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}, 'zero_crossing_rate': {}}",AdaBoost
4,RBF SVM,0.7604166666666666,0.13043478260869565,0.958904109589041,0.5446694460988684,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}, 'zero_crossing_rate': {}}",AdaBoost
4,Gaussian Process,0.703125,0.5652173913043478,0.7465753424657534,0.6558963668850506,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}, 'zero_crossing_rate': {}}",AdaBoost
4,Decision Tree,0.625,0.5434782608695652,0.6506849315068494,0.5970815961882072,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}, 'zero_crossing_rate': {}}",AdaBoost
4,Random Forest,0.7447916666666666,0.6304347826086957,0.7808219178082192,0.7056283502084575,"{'rms': {}, 'mfcc': {}, 'spectral_contrast': {}, 'zero_crossing_rate': {}}",AdaBoost
